merchant_id,content_id,campaign_id,product_id,sku,channel,content_type,caption_angle,scheduled_datetime,published_datetime,engagements,likes,comments,shares,saves,clicks,conversions,status,source,source_row_id
M001,CONT000779,CAMP004994,PROD000193,SKU000193,Instagram,Static Post,lifestyle,2024-02-29 17:52:53,2024-02-29 19:31:53,2017,1232,208,103,123,144,6,cancelled,content_calendar_csv,CONT_ROW_000779
M001,CONT000780,CAMP002861,PROD000434,SKU000434,LinkedIn,Static Post,festive,2024-05-31 21:35:12,2024-05-31 21:58:12,768,472,74,60,24,18,0,scheduled,content_calendar_csv,CONT_ROW_000780
M001,CONT000781,CAMP001001,PROD000001,SKU000001,WhatsApp,WhatsApp Broadcast,social_proof,2024-03-17 00:57:45,2024-03-17 02:17:45,764,419,66,49,33,254,36,failed,content_calendar_csv,CONT_ROW_000781
M001,CONT000782,CAMP003207,PROD000185,SKU000185,Instagram,Carousel,social_proof,2024-10-30 04:43:01,2024-10-30 05:10:01,13053,5231,980,598,1613,1112,74,published,content_calendar_csv,CONT_ROW_000782
M001,CONT000783,CAMP004294,PROD000438,SKU000438,Facebook,Story,everyday_style,2024-11-30 10:35:40,2024-11-30 11:29:40,2632,1621,204,92,133,211,13,published,content_calendar_csv,CONT_ROW_000783
M001,CONT000784,CAMP003309,PROD000133,SKU000133,Email,Email,new_launch,2024-09-27 13:47:30,2024-09-27 15:05:30,691,358,71,53,93,90,6,scheduled,content_calendar_csv,CONT_ROW_000784
M001,CONT000785,CAMP004406,PROD000138,SKU000138,Facebook,Static Post,lifestyle,2024-05-23 20:13:06,2024-05-23 21:53:06,2448,1053,176,191,283,161,10,published,content_calendar_csv,CONT_ROW_000785
M001,CONT000786,CAMP001490,PROD000188,SKU000188,Facebook,Reel,everyday_style,2024-02-27 07:02:59,2024-02-27 07:58:59,4139,2304,405,288,363,354,8,published,content_calendar_csv,CONT_ROW_000786
M001,CONT000787,CAMP002432,PROD000001,SKU000001,LinkedIn,Carousel,premium,2024-08-29 04:50:02,2024-08-29 06:30:02,304,206,33,22,41,20,1,published,content_calendar_csv,CONT_ROW_000787
M001,CONT000788,CAMP001462,PROD000094,SKU000094,Instagram,Reel,new_launch,2024-01-04 18:39:10,2024-01-04 19:01:10,11957,8211,638,405,1001,885,54,published,content_calendar_csv,CONT_ROW_000788
M001,CONT000789,CAMP004891,PROD000226,SKU000226,Email,Email,new_launch,2024-11-24 07:14:11,2024-11-24 08:03:11,1026,574,61,39,102,66,4,failed,content_calendar_csv,CONT_ROW_000789
M001,CONT000790,CAMP001557,PROD000275,SKU000275,LinkedIn,Static Post,new_launch,2024-08-04 09:59:50,2024-08-04 11:17:50,1153,564,36,42,160,93,1,scheduled,content_calendar_csv,CONT_ROW_000790
M001,CONT000791,CAMP001438,PROD000488,SKU000488,Instagram,Story,lifestyle,2024-03-25 11:01:25,2024-03-25 12:52:25,556,344,57,40,56,42,0,published,content_calendar_csv,CONT_ROW_000791
M001,CONT000792,CAMP002811,PROD000001,SKU000001,LinkedIn,Carousel,utility,2024-02-24 16:52:39,2024-02-24 17:09:39,203,131,16,6,22,6,0,published,content_calendar_csv,CONT_ROW_000792
M001,CONT000793,NA,PROD000120,SKU000120,LinkedIn,Carousel,social_proof,2024-01-29 16:07:59,2024-01-29 17:01:59,176,89,14,13,7,5,0,failed,content_calendar_csv,CONT_ROW_000793
M001,CONT000794,CAMP000227,PROD000435,SKU000435,Instagram,Carousel,social_proof,2024-12-29 04:56:07,2024-12-29 06:25:07,4334,1759,231,234,187,125,4,published,content_calendar_csv,CONT_ROW_000794
M001,CONT000795,CAMP003467,PROD000301,SKU000301,WhatsApp,WhatsApp Broadcast,social_proof,2024-03-23 23:46:12,2024-03-24 01:13:12,23,12,2,0,0,4,0,published,content_calendar_csv,CONT_ROW_000795
M001,CONT000796,NA,PROD000459,SKU000459,Instagram,Static Post,lifestyle,2024-08-14 10:47:27,2024-08-14 11:05:27,4094,2320,284,99,555,143,6,published,content_calendar_csv,CONT_ROW_000796
M001,CONT000797,CAMP003558,PROD000115,SKU000115,WhatsApp,WhatsApp Broadcast,utility,2024-12-11 09:21:27,2024-12-11 09:59:27,238,97,18,16,12,70,3,published,content_calendar_csv,CONT_ROW_000797
M001,CONT000798,CAMP004504,PROD000167,SKU000167,Facebook,Static Post,lifestyle,2024-06-30 18:10:20,2024-06-30 18:30:20,1384,938,128,67,47,58,0,published,content_calendar_csv,CONT_ROW_000798
M001,CONT000799,CAMP000557,PROD000062,SKU000062,Instagram,Static Post,premium,2024-10-22 15:42:27,2024-10-22 16:08:27,4749,2238,404,250,261,401,20,published,content_calendar_csv,CONT_ROW_000799
M001,CONT000800,CAMP000482,PROD000001,SKU000001,LinkedIn,Carousel,comfort,2024-05-19 13:23:46,2024-05-19 15:05:46,508,236,26,15,32,21,0,published,content_calendar_csv,CONT_ROW_000800
M001,CONT000801,CAMP003025,PROD000002,SKU000002,Instagram,Story,lifestyle,2024-09-13 09:19:07,2024-09-13 10:16:07,925,423,72,30,33,66,2,published,content_calendar_csv,CONT_ROW_000801
M001,CONT000802,CAMP002874,PROD000429,SKU000429,LinkedIn,Static Post,everyday_style,2024-08-09 15:25:13,2024-08-09 16:33:13,734,486,68,24,83,18,1,published,content_calendar_csv,CONT_ROW_000802
M001,CONT000803,CAMP000635,PROD000249,SKU000249,Facebook,Carousel,festive,2024-04-26 01:14:08,2024-04-26 03:06:08,5266,2527,510,148,186,307,14,published,content_calendar_csv,CONT_ROW_000803
M001,CONT000804,NA,PROD000065,SKU000065,Facebook,Static Post,festive,2024-07-29 05:22:23,2024-07-29 06:50:23,2588,1264,286,78,92,168,4,published,content_calendar_csv,CONT_ROW_000804
M001,CONT000805,NA,PROD000176,SKU000176,Email,Email,social_proof,2024-07-08 06:24:49,2024-07-08 06:34:49,1370,636,64,69,197,189,17,scheduled,content_calendar_csv,CONT_ROW_000805
M001,CONT000806,CAMP002434,PROD000418,SKU000418,Facebook,Static Post,premium,2024-03-06 18:13:41,2024-03-06 18:56:41,2995,1519,230,78,108,190,5,scheduled,content_calendar_csv,CONT_ROW_000806
M001,CONT000807,CAMP004391,PROD000366,SKU000366,Facebook,Story,comfort,2024-09-28 03:32:01,2024-09-28 05:03:01,1068,737,125,36,119,43,2,published,content_calendar_csv,CONT_ROW_000807
M001,CONT000808,CAMP001502,PROD000228,SKU000228,WhatsApp,WhatsApp Broadcast,comfort,2024-03-18 02:32:54,2024-03-18 04:12:54,208,124,23,8,30,42,2,published,content_calendar_csv,CONT_ROW_000808
M001,CONT000809,CAMP002368,PROD000426,SKU000426,WhatsApp,WhatsApp Broadcast,lifestyle,2024-08-30 08:42:08,2024-08-30 10:10:08,90,37,5,6,5,23,2,published,content_calendar_csv,CONT_ROW_000809
M001,CONT000810,CAMP003941,PROD000344,SKU000344,LinkedIn,Static Post,new_launch,2024-07-20 17:35:25,2024-07-20 18:33:25,936,609,43,73,68,33,0,published,content_calendar_csv,CONT_ROW_000810
M001,CONT000811,CAMP000738,PROD000356,SKU000356,Email,Email,comfort,2024-07-15 09:59:45,2024-07-15 11:41:45,1893,1070,60,86,197,160,18,published,content_calendar_csv,CONT_ROW_000811
M001,CONT000812,CAMP001389,PROD000101,SKU000101,Instagram,Static Post,limited_stock,2024-09-27 06:43:00,2024-09-27 07:04:00,1299,840,45,95,191,93,4,published,content_calendar_csv,CONT_ROW_000812
M001,CONT000813,CAMP003375,PROD000456,SKU000456,WhatsApp,WhatsApp Broadcast,everyday_style,2024-09-26 16:16:52,2024-09-26 17:57:52,148,73,10,6,15,30,4,published,content_calendar_csv,CONT_ROW_000813
M001,CONT000814,CAMP002361,PROD000394,SKU000394,LinkedIn,Carousel,comfort,2024-06-16 04:03:56,2024-06-16 04:49:56,491,274,19,20,46,36,2,published,content_calendar_csv,CONT_ROW_000814
M001,CONT000815,CAMP003170,PROD000403,SKU000403,WhatsApp,WhatsApp Broadcast,lifestyle,2024-02-26 20:20:42,2024-02-26 21:11:42,707,483,24,31,21,85,10,published,content_calendar_csv,CONT_ROW_000815
M001,CONT000816,CAMP002679,PROD000344,SKU000344,Instagram,Reel,discount,2024-05-13 06:06:42,2024-05-13 07:17:42,5946,3679,511,279,591,162,4,published,content_calendar_csv,CONT_ROW_000816
M001,CONT000817,CAMP000234,PROD000496,SKU000496,Instagram,Reel,lifestyle,2024-05-30 03:32:53,2024-05-30 04:57:53,5974,2945,579,241,861,401,26,published,content_calendar_csv,CONT_ROW_000817
M001,CONT000818,CAMP002497,PROD000001,SKU000001,LinkedIn,Static Post,premium,2024-08-24 17:04:24,2024-08-24 17:48:24,75,45,8,3,6,4,0,published,content_calendar_csv,CONT_ROW_000818
M001,CONT000819,CAMP004145,PROD000393,SKU000393,Facebook,Carousel,limited_stock,2024-03-06 18:07:36,2024-03-06 18:41:36,4914,1970,518,334,423,100,5,published,content_calendar_csv,CONT_ROW_000819
M001,CONT000820,CAMP003545,PROD000074,SKU000074,WhatsApp,WhatsApp Broadcast,comfort,2024-11-02 18:26:34,2024-11-02 19:32:34,104,45,8,4,11,33,5,published,content_calendar_csv,CONT_ROW_000820
M001,CONT000821,CAMP003103,PROD000012,SKU000012,LinkedIn,Static Post,comfort,2024-06-15 18:24:27,2024-06-15 18:32:27,1136,745,52,54,74,51,1,published,content_calendar_csv,CONT_ROW_000821
M001,CONT000822,CAMP000060,PROD000180,SKU000180,Instagram,Carousel,new_launch,2024-08-18 04:06:04,2024-08-18 05:25:04,4954,2498,363,244,228,120,7,published,content_calendar_csv,CONT_ROW_000822
M001,CONT000823,NA,PROD000392,SKU000392,LinkedIn,Carousel,festive,2024-10-21 17:26:48,2024-10-21 19:13:48,1794,914,136,85,166,144,2,published,content_calendar_csv,CONT_ROW_000823
M001,CONT000824,CAMP003005,PROD000118,SKU000118,WhatsApp,WhatsApp Broadcast,festive,2024-06-23 20:13:47,2024-06-23 22:01:47,725,329,27,18,100,219,45,failed,content_calendar_csv,CONT_ROW_000824
M001,CONT000825,CAMP003433,PROD000132,SKU000132,Facebook,Carousel,utility,2024-03-18 00:12:00,2024-03-18 00:37:00,7132,3501,501,346,394,644,40,published,content_calendar_csv,CONT_ROW_000825
M001,CONT000826,CAMP000877,PROD000001,SKU000001,Instagram,Reel,premium,2024-01-27 01:12:38,2024-01-27 01:53:38,9863,4391,384,525,1157,568,31,cancelled,content_calendar_csv,CONT_ROW_000826
M001,CONT000827,CAMP000446,PROD000445,SKU000445,WhatsApp,WhatsApp Broadcast,utility,2024-04-10 17:08:45,2024-04-10 17:50:45,792,321,26,60,118,148,32,published,content_calendar_csv,CONT_ROW_000827
M001,CONT000828,CAMP004198,PROD000229,SKU000229,Instagram,Static Post,social_proof,2024-11-20 00:38:40,2024-11-20 02:38:40,135,93,13,5,11,11,0,published,content_calendar_csv,CONT_ROW_000828
M001,CONT000829,CAMP000747,PROD000031,SKU000031,Instagram,Static Post,everyday_style,2024-11-24 08:09:09,2024-11-24 09:20:09,4696,2280,515,192,635,407,6,published,content_calendar_csv,CONT_ROW_000829
M001,CONT000830,CAMP002418,PROD000239,SKU000239,WhatsApp,WhatsApp Broadcast,new_launch,2024-09-30 05:36:48,2024-09-30 05:41:48,309,158,36,22,19,55,11,published,content_calendar_csv,CONT_ROW_000830
M001,CONT000831,CAMP002597,PROD000102,SKU000102,Instagram,Reel,discount,2024-12-18 19:47:19,2024-12-18 21:04:19,4072,1987,387,245,423,173,6,published,content_calendar_csv,CONT_ROW_000831
M001,CONT000832,CAMP002448,PROD000001,SKU000001,Instagram,Static Post,premium,2024-10-15 22:16:18,2024-10-15 22:29:18,3868,2380,309,307,339,95,2,published,content_calendar_csv,CONT_ROW_000832
M001,CONT000833,CAMP000790,PROD000308,SKU000308,Email,Email,festive,2024-01-24 02:01:07,2024-01-24 02:47:07,385,258,19,23,25,72,7,scheduled,content_calendar_csv,CONT_ROW_000833
M001,CONT000834,NA,PROD000162,SKU000162,WhatsApp,WhatsApp Broadcast,new_launch,2024-07-12 03:30:10,2024-07-12 03:33:10,414,195,21,17,25,84,8,scheduled,content_calendar_csv,CONT_ROW_000834
M001,CONT000835,CAMP002456,PROD000263,SKU000263,LinkedIn,Static Post,discount,2024-05-20 10:12:13,2024-05-20 11:22:13,424,181,22,20,35,40,0,published,content_calendar_csv,CONT_ROW_000835
M001,CONT000836,CAMP001274,PROD000062,SKU000062,Facebook,Static Post,utility,2024-03-19 10:48:30,2024-03-19 12:25:30,329,215,34,18,9,11,0,published,content_calendar_csv,CONT_ROW_000836
M001,CONT000837,CAMP001153,PROD000301,SKU000301,LinkedIn,Static Post,discount,2024-01-14 07:43:19,2024-01-14 07:44:19,424,287,40,23,21,15,0,published,content_calendar_csv,CONT_ROW_000837
M001,CONT000838,CAMP000360,PROD000239,SKU000239,Email,Email,lifestyle,2024-12-23 12:47:51,2024-12-23 14:07:51,2819,1398,162,165,226,254,18,published,content_calendar_csv,CONT_ROW_000838
M001,CONT000839,CAMP003211,PROD000350,SKU000350,Email,Email,everyday_style,2024-02-03 03:53:44,2024-02-03 04:31:44,124,54,10,4,6,22,1,published,content_calendar_csv,CONT_ROW_000839
M001,CONT000840,CAMP001777,PROD000347,SKU000347,Email,Email,limited_stock,2024-04-30 06:43:05,2024-04-30 07:52:05,694,282,64,18,60,129,11,failed,content_calendar_csv,CONT_ROW_000840
M001,CONT000841,NA,PROD000154,SKU000154,Email,Email,new_launch,2024-07-14 14:49:15,2024-07-14 15:04:15,2972,1928,192,138,324,243,27,published,content_calendar_csv,CONT_ROW_000841
M001,CONT000842,CAMP002296,PROD000310,SKU000310,LinkedIn,Carousel,lifestyle,2024-06-17 23:40:35,2024-06-18 01:25:35,1120,667,49,70,60,75,1,published,content_calendar_csv,CONT_ROW_000842
M001,CONT000843,CAMP003464,PROD000128,SKU000128,LinkedIn,Carousel,utility,2024-05-02 04:19:26,2024-05-02 05:36:26,1250,676,51,59,148,45,1,published,content_calendar_csv,CONT_ROW_000843
M001,CONT000844,NA,PROD000011,SKU000011,Instagram,Carousel,premium,2024-02-23 21:48:32,2024-02-23 23:19:32,3062,1741,199,105,264,257,14,published,content_calendar_csv,CONT_ROW_000844
M001,CONT000845,CAMP003188,PROD000431,SKU000431,Email,Email,premium,2024-08-25 15:45:24,2024-08-25 16:03:24,1116,734,45,80,34,192,21,published,content_calendar_csv,CONT_ROW_000845
M001,CONT000846,NA,PROD000199,SKU000199,Instagram,Carousel,discount,2024-07-09 11:54:24,2024-07-09 11:57:24,3170,1472,225,170,205,90,2,published,content_calendar_csv,CONT_ROW_000846
M001,CONT000847,CAMP003922,PROD000180,SKU000180,Instagram,Story,limited_stock,2024-12-04 12:02:42,2024-12-04 13:37:42,209,144,19,14,13,13,0,published,content_calendar_csv,CONT_ROW_000847
M001,CONT000848,CAMP002675,PROD000001,SKU000001,WhatsApp,WhatsApp Broadcast,social_proof,2024-01-24 16:03:02,2024-01-24 17:26:02,798,447,35,44,55,256,55,published,content_calendar_csv,CONT_ROW_000848
M001,CONT000849,CAMP004943,PROD000361,SKU000361,Facebook,Carousel,lifestyle,2024-03-22 10:11:54,2024-03-22 10:51:54,3951,1880,397,224,488,84,1,scheduled,content_calendar_csv,CONT_ROW_000849
M001,CONT000850,CAMP000144,PROD000345,SKU000345,LinkedIn,Static Post,discount,2024-09-14 12:24:39,2024-09-14 13:12:39,612,333,65,28,24,13,0,published,content_calendar_csv,CONT_ROW_000850
M001,CONT000851,CAMP003245,PROD000001,SKU000001,Facebook,Static Post,lifestyle,2024-02-27 08:14:11,2024-02-27 09:32:11,783,450,58,15,104,67,1,published,content_calendar_csv,CONT_ROW_000851
M001,CONT000852,CAMP003535,PROD000495,SKU000495,Facebook,Story,everyday_style,2024-09-16 00:18:12,2024-09-16 01:01:12,2737,1636,218,125,231,153,7,failed,content_calendar_csv,CONT_ROW_000852
M001,CONT000853,CAMP002427,PROD000001,SKU000001,LinkedIn,Carousel,everyday_style,2024-03-07 22:18:52,2024-03-07 23:35:52,1417,791,56,106,177,71,0,published,content_calendar_csv,CONT_ROW_000853
M001,CONT000854,CAMP003609,PROD000126,SKU000126,Instagram,Reel,premium,2024-12-28 00:58:52,2024-12-28 02:34:52,820,467,40,35,42,61,3,cancelled,content_calendar_csv,CONT_ROW_000854
M001,CONT000855,CAMP002101,PROD000264,SKU000264,Instagram,Story,lifestyle,2024-07-28 03:21:55,2024-07-28 05:06:55,2778,1865,181,134,146,119,7,published,content_calendar_csv,CONT_ROW_000855
M001,CONT000856,CAMP004628,PROD000002,SKU000002,LinkedIn,Carousel,discount,2024-11-05 20:55:24,2024-11-05 22:32:24,228,131,7,4,13,18,0,published,content_calendar_csv,CONT_ROW_000856
M001,CONT000857,CAMP003526,PROD000013,SKU000013,Facebook,Story,discount,2024-04-15 13:13:44,2024-04-15 14:30:44,554,337,17,18,75,20,1,published,content_calendar_csv,CONT_ROW_000857
M001,CONT000858,CAMP003825,PROD000240,SKU000240,Instagram,Reel,lifestyle,2024-04-25 08:26:06,2024-04-25 08:34:06,8704,4603,748,522,530,661,12,published,content_calendar_csv,CONT_ROW_000858
M001,CONT000859,NA,PROD000329,SKU000329,Facebook,Reel,comfort,2024-06-16 19:04:51,2024-06-16 20:32:51,1073,624,105,72,72,60,4,published,content_calendar_csv,CONT_ROW_000859
M001,CONT000860,NA,PROD000046,SKU000046,LinkedIn,Carousel,festive,2024-03-02 11:44:49,2024-03-02 11:50:49,1522,854,100,33,184,144,5,published,content_calendar_csv,CONT_ROW_000860
M001,CONT000861,CAMP001824,PROD000332,SKU000332,Email,Email,discount,2024-02-01 19:14:29,2024-02-01 20:17:29,2701,1820,124,60,111,207,12,published,content_calendar_csv,CONT_ROW_000861
M001,CONT000862,CAMP004546,PROD000498,SKU000498,Instagram,Reel,limited_stock,2024-11-06 22:02:24,2024-11-06 23:54:24,4465,3112,225,130,272,427,5,published,content_calendar_csv,CONT_ROW_000862
M001,CONT000863,CAMP000577,PROD000289,SKU000289,Facebook,Reel,everyday_style,2024-09-13 11:46:52,2024-09-13 12:52:52,2999,1741,195,122,269,228,15,published,content_calendar_csv,CONT_ROW_000863
M001,CONT000864,CAMP003210,PROD000414,SKU000414,WhatsApp,WhatsApp Broadcast,utility,2024-07-18 05:01:36,2024-07-18 05:17:36,571,365,31,17,34,94,4,published,content_calendar_csv,CONT_ROW_000864
M001,CONT000865,CAMP003486,PROD000312,SKU000312,Instagram,Story,lifestyle,2024-12-18 17:16:13,2024-12-18 17:33:13,4523,2132,348,205,271,246,5,published,content_calendar_csv,CONT_ROW_000865
M001,CONT000866,CAMP002561,PROD000110,SKU000110,Instagram,Story,discount,2024-01-25 06:26:37,2024-01-25 07:27:37,3251,1555,383,156,103,258,9,published,content_calendar_csv,CONT_ROW_000866
M001,CONT000867,CAMP001729,PROD000112,SKU000112,Facebook,Reel,discount,2024-12-05 20:34:04,2024-12-05 22:03:04,4871,2007,528,107,162,353,7,published,content_calendar_csv,CONT_ROW_000867
M001,CONT000868,CAMP002063,PROD000420,SKU000420,Email,Email,lifestyle,2024-02-06 11:57:46,2024-02-06 13:42:46,1308,705,40,70,99,101,3,published,content_calendar_csv,CONT_ROW_000868
M001,CONT000869,CAMP002825,PROD000132,SKU000132,LinkedIn,Static Post,new_launch,2024-12-22 07:00:37,2024-12-22 07:58:37,705,382,56,40,63,59,0,published,content_calendar_csv,CONT_ROW_000869
M001,CONT000870,CAMP004045,PROD000125,SKU000125,Email,Email,comfort,2024-02-07 22:34:45,2024-02-07 23:07:45,1162,807,71,54,58,218,16,published,content_calendar_csv,CONT_ROW_000870
M001,CONT000871,CAMP003982,PROD000139,SKU000139,WhatsApp,WhatsApp Broadcast,comfort,2024-02-12 12:05:22,2024-02-12 13:27:22,455,310,50,16,50,144,20,published,content_calendar_csv,CONT_ROW_000871
M001,CONT000872,CAMP002335,PROD000137,SKU000137,Facebook,Carousel,everyday_style,2024-05-09 00:05:39,2024-05-09 01:24:39,5583,3588,253,295,725,258,10,scheduled,content_calendar_csv,CONT_ROW_000872
M001,CONT000873,CAMP002653,PROD000412,SKU000412,Facebook,Reel,social_proof,2024-09-24 07:07:45,2024-09-24 08:32:45,877,418,32,35,97,69,3,published,content_calendar_csv,CONT_ROW_000873
M001,CONT000874,CAMP002696,PROD000001,SKU000001,Facebook,Static Post,discount,2024-05-09 22:17:58,2024-05-09 23:59:58,1903,1131,106,138,82,153,10,published,content_calendar_csv,CONT_ROW_000874
M001,CONT000875,CAMP001965,PROD000427,SKU000427,Email,Email,everyday_style,2024-06-23 14:49:42,2024-06-23 15:27:42,738,505,80,18,57,120,11,published,content_calendar_csv,CONT_ROW_000875
M001,CONT000876,CAMP003803,PROD000048,SKU000048,Instagram,Carousel,new_launch,2024-10-05 01:25:58,2024-10-05 02:31:58,3156,2137,373,177,320,285,11,published,content_calendar_csv,CONT_ROW_000876
M001,CONT000877,CAMP004783,PROD000186,SKU000186,LinkedIn,Static Post,lifestyle,2024-03-26 05:42:02,2024-03-26 07:35:02,1913,1094,155,124,248,169,5,published,content_calendar_csv,CONT_ROW_000877
M001,CONT000878,CAMP001924,PROD000307,SKU000307,LinkedIn,Static Post,everyday_style,2024-04-20 14:01:25,2024-04-20 15:27:25,1032,703,80,36,128,92,3,published,content_calendar_csv,CONT_ROW_000878
M001,CONT000879,CAMP003292,PROD000081,SKU000081,LinkedIn,Static Post,comfort,2024-10-27 10:36:32,2024-10-27 11:01:32,251,170,29,19,30,7,0,published,content_calendar_csv,CONT_ROW_000879
M001,CONT000880,NA,PROD000396,SKU000396,Facebook,Static Post,utility,2024-05-30 13:52:29,2024-05-30 13:55:29,2576,1354,118,173,325,203,6,published,content_calendar_csv,CONT_ROW_000880
M001,CONT000881,CAMP003850,PROD000163,SKU000163,LinkedIn,Carousel,discount,2024-01-23 18:51:40,2024-01-23 20:31:40,1422,825,59,46,102,55,1,published,content_calendar_csv,CONT_ROW_000881
M001,CONT000882,CAMP002714,PROD000243,SKU000243,WhatsApp,WhatsApp Broadcast,limited_stock,2024-07-19 00:24:16,2024-07-19 00:57:16,399,255,26,25,26,56,12,published,content_calendar_csv,CONT_ROW_000882
M001,CONT000883,CAMP004395,PROD000226,SKU000226,Instagram,Static Post,social_proof,2024-08-11 15:48:08,2024-08-11 17:44:08,2345,1291,75,74,162,209,4,published,content_calendar_csv,CONT_ROW_000883
M001,CONT000884,CAMP003701,PROD000279,SKU000279,WhatsApp,WhatsApp Broadcast,discount,2024-04-17 20:01:14,2024-04-17 20:15:14,634,311,23,29,20,145,23,published,content_calendar_csv,CONT_ROW_000884
M001,CONT000885,CAMP001418,PROD000464,SKU000464,WhatsApp,WhatsApp Broadcast,lifestyle,2024-01-17 07:16:29,2024-01-17 08:34:29,205,141,13,9,11,66,6,published,content_calendar_csv,CONT_ROW_000885
M001,CONT000886,CAMP000951,PROD000314,SKU000314,WhatsApp,WhatsApp Broadcast,limited_stock,2024-10-27 11:09:36,2024-10-27 11:23:36,345,186,41,9,30,95,7,published,content_calendar_csv,CONT_ROW_000886
M001,CONT000887,CAMP000712,PROD000027,SKU000027,WhatsApp,WhatsApp Broadcast,comfort,2024-12-30 22:06:42,2024-12-30 22:33:42,575,259,37,22,60,61,8,published,content_calendar_csv,CONT_ROW_000887
M001,CONT000888,CAMP003996,PROD000235,SKU000235,LinkedIn,Carousel,discount,2024-08-17 17:34:56,2024-08-17 18:16:56,1460,842,58,100,129,88,1,cancelled,content_calendar_csv,CONT_ROW_000888
M001,CONT000889,CAMP002519,PROD000001,SKU000001,WhatsApp,WhatsApp Broadcast,festive,2024-09-28 05:01:26,2024-09-28 05:23:26,198,94,19,12,19,64,5,published,content_calendar_csv,CONT_ROW_000889
M001,CONT000890,CAMP001075,PROD000062,SKU000062,Facebook,Story,utility,2024-08-18 17:09:28,2024-08-18 17:56:28,1737,1206,108,48,203,61,4,cancelled,content_calendar_csv,CONT_ROW_000890
M001,CONT000891,CAMP002416,PROD000054,SKU000054,WhatsApp,WhatsApp Broadcast,lifestyle,2024-04-27 20:32:15,2024-04-27 20:50:15,793,471,57,38,78,104,5,published,content_calendar_csv,CONT_ROW_000891
M001,CONT000892,NA,PROD000249,SKU000249,WhatsApp,WhatsApp Broadcast,new_launch,2024-12-29 08:09:23,2024-12-29 09:26:23,89,38,9,2,7,15,2,cancelled,content_calendar_csv,CONT_ROW_000892
M001,CONT000893,CAMP001847,PROD000429,SKU000429,WhatsApp,WhatsApp Broadcast,comfort,2024-07-23 22:22:00,2024-07-24 00:07:00,566,314,43,42,19,160,10,cancelled,content_calendar_csv,CONT_ROW_000893
M001,CONT000894,CAMP002207,PROD000422,SKU000422,Instagram,Static Post,social_proof,2024-05-13 16:14:06,2024-05-13 16:25:06,3140,1296,286,121,128,293,8,published,content_calendar_csv,CONT_ROW_000894
M001,CONT000895,CAMP003610,PROD000425,SKU000425,Instagram,Story,comfort,2024-09-06 20:54:35,2024-09-06 22:17:35,479,331,53,12,58,26,0,published,content_calendar_csv,CONT_ROW_000895
M001,CONT000896,CAMP000191,PROD000212,SKU000212,Email,Email,limited_stock,2024-12-22 07:32:25,2024-12-22 08:25:25,669,329,35,44,58,101,11,published,content_calendar_csv,CONT_ROW_000896
M001,CONT000897,CAMP000806,PROD000258,SKU000258,Instagram,Carousel,social_proof,2024-01-07 16:34:32,2024-01-07 17:04:32,4850,2717,303,217,335,329,11,published,content_calendar_csv,CONT_ROW_000897
M001,CONT000898,CAMP002047,PROD000364,SKU000364,Email,Email,lifestyle,2024-11-21 17:39:27,2024-11-21 18:33:27,204,136,14,13,19,19,1,published,content_calendar_csv,CONT_ROW_000898
M001,CONT000899,CAMP001339,PROD000349,SKU000349,Instagram,Carousel,everyday_style,2024-03-10 18:07:41,2024-03-10 20:04:41,8300,5652,441,202,1071,451,16,scheduled,content_calendar_csv,CONT_ROW_000899
M001,CONT000900,CAMP000241,PROD000001,SKU000001,LinkedIn,Static Post,everyday_style,2024-01-17 16:28:21,2024-01-17 16:34:21,922,537,86,24,51,83,3,published,content_calendar_csv,CONT_ROW_000900
M001,CONT000901,CAMP001934,PROD000490,SKU000490,Email,Email,new_launch,2024-02-21 11:37:13,2024-02-21 12:41:13,214,108,7,6,24,24,2,published,content_calendar_csv,CONT_ROW_000901
M001,CONT000902,CAMP004342,PROD000001,SKU000001,Instagram,Reel,festive,2024-12-11 00:48:25,2024-12-11 01:33:25,9243,4851,570,533,1011,398,15,published,content_calendar_csv,CONT_ROW_000902
M001,CONT000903,CAMP004734,PROD000382,SKU000382,WhatsApp,WhatsApp Broadcast,utility,2024-04-27 19:43:54,2024-04-27 20:40:54,715,328,53,31,40,139,7,published,content_calendar_csv,CONT_ROW_000903
M001,CONT000904,CAMP001574,PROD000099,SKU000099,WhatsApp,WhatsApp Broadcast,discount,2024-10-01 19:49:37,2024-10-01 21:03:37,383,198,24,26,36,114,26,published,content_calendar_csv,CONT_ROW_000904
M001,CONT000905,NA,PROD000378,SKU000378,Email,Email,new_launch,2024-09-10 23:37:51,2024-09-11 01:05:51,1414,735,52,29,144,179,17,published,content_calendar_csv,CONT_ROW_000905
M001,CONT000906,CAMP003422,PROD000267,SKU000267,Facebook,Reel,everyday_style,2024-04-06 09:09:57,2024-04-06 09:47:57,5616,3660,370,291,235,460,16,published,content_calendar_csv,CONT_ROW_000906
M001,CONT000907,CAMP001307,PROD000032,SKU000032,Email,Email,comfort,2024-11-29 23:14:09,2024-11-30 00:06:09,1846,818,118,112,84,135,6,published,content_calendar_csv,CONT_ROW_000907
M001,CONT000908,CAMP001124,PROD000498,SKU000498,Facebook,Story,discount,2024-09-12 11:04:54,2024-09-12 12:18:54,1100,601,48,70,106,80,2,published,content_calendar_csv,CONT_ROW_000908
